Season,Agency,Date,Time,Station ID,Depth(m),Temperature(C),Conductivity (S/m),pH,Oxygen (mg/L),Transmissivity (%),Salinity (psu),Density (å-theta),Time (s),Descent rate (m/s),SBE DO sat (mg/L),SBE Beam C,Chl-a (ug/L),CDOM (ug/L),Ammonia-N (ug/L),Total Colif. (MPN),Fecal Colif. (MPN),E. coli (MPN),Enterococci (MPN),Void
Fall,LACSD,11/5/2008,808,2801,6,15.19,4.117,8.2,7.04,74.29,33.245,24.578,106.3,0.83,8.18,1.189,2.51,2.9,,,,,,99
Fall,LACSD,11/5/2008,808,2801,7,15.16,4.114,8.2,7.04,74.1,33.246,24.585,107.5,0.85,8.19,1.199,2.54,2.93,,,,,,99
Fall,LACSD,11/5/2008,808,2801,8,15.13,4.111,8.2,7.02,73.94,33.245,24.591,108.8,0.71,8.19,1.207,2.56,2.91,,,,,,99
Fall,LACSD,11/5/2008,808,2801,9,15.1,4.108,8.2,7,73.6,33.246,24.599,110.1,0.81,8.2,1.226,2.46,2.88,,,,,,99
Fall,LACSD,11/5/2008,808,2801,10,15.01,4.1,8.19,6.99,73.06,33.244,24.616,111.5,0.64,8.21,1.255,2.33,2.9,,,,,,99
Fall,LACSD,11/5/2008,818,2802,1,15.46,4.141,8.2,6.97,71.94,33.241,24.516,77.7,0.47,8.14,1.317,1.9,3.23,40,,,,,99
Fall,LACSD,11/5/2008,818,2802,2,15.42,4.138,8.2,6.99,72.54,33.246,24.528,79.1,0.59,8.15,1.284,2.23,3.15,,,,,,99
Fall,LACSD,11/5/2008,818,2802,3,15.36,4.132,8.2,7.01,72.62,33.245,24.541,80.4,1.19,8.16,1.28,2.6,3.08,,,,,,99
Fall,LACSD,11/5/2008,818,2802,4,15.32,4.129,8.2,7.02,72.99,33.244,24.549,81.3,1.04,8.16,1.259,2.73,3.05,,,,,,99
Fall,LACSD,11/5/2008,818,2802,5,15.27,4.124,8.2,7.04,74.33,33.244,24.56,83,0.46,8.17,1.187,2.78,3.07,,,,,,99
Fall,LACSD,11/5/2008,818,2802,6,15.24,4.121,8.2,7.05,74.95,33.241,24.564,84.6,1.06,8.18,1.153,2.75,3.04,,,,,,99
Fall,LACSD,11/5/2008,818,2802,7,15.17,4.114,8.2,7.07,75.12,33.242,24.581,85.5,1.14,8.19,1.144,2.76,3.02,,,,,,99
Fall,LACSD,11/5/2008,818,2802,8,15.16,4.114,8.2,7.09,75.93,33.242,24.583,86.8,0.61,8.19,1.101,2.76,2.97,,,,,,99
Fall,LACSD,11/5/2008,818,2802,9,15.04,4.102,8.2,7.12,76.56,33.237,24.605,88.4,0.79,8.21,1.068,2.72,2.9,,,,,,99
Fall,LACSD,11/5/2008,818,2802,10,14.93,4.091,8.21,7.15,77.46,33.235,24.628,89.6,0.81,8.23,1.022,2.69,2.85,,,,,,99
Fall,LACSD,11/5/2008,818,2802,11,14.81,4.08,8.21,7.16,78.7,33.234,24.652,91,0.65,8.25,0.958,2.68,2.86,,,,,,99
Fall,LACSD,11/5/2008,818,2802,12,14.73,4.073,8.21,7.17,79.57,33.231,24.666,92.4,0.79,8.26,0.914,2.65,2.84,,,,,,99
Fall,LACSD,11/5/2008,818,2802,13,14.7,4.069,8.21,7.18,79.64,33.228,24.672,93.5,1,8.27,0.911,2.62,2.83,,,,,,99
Fall,LACSD,11/5/2008,818,2802,14,14.66,4.066,8.21,7.17,79.6,33.227,24.678,94.6,0.8,8.27,0.913,2.62,2.84,,,,,,99
Fall,LACSD,11/5/2008,818,2802,15,14.63,4.062,8.21,7.15,79.81,33.225,24.685,96.4,0.49,8.28,0.902,2.46,2.84,70,,,,,99
Fall,LACSD,11/5/2008,818,2802,16,14.57,4.057,8.2,7.13,79.55,33.224,24.696,98,1.1,8.29,0.915,2.26,2.81,,,,,,99
Fall,LACSD,11/5/2008,818,2802,17,14.55,4.055,8.2,7.11,79.08,33.226,24.702,98.8,1.15,8.29,0.939,2.2,2.82,,,,,,99
Fall,LACSD,11/5/2008,818,2802,18,14.51,4.051,8.2,7.08,79.16,33.226,24.71,100,0.7,8.3,0.935,2.1,2.81,,,,,,99
Fall,LACSD,11/5/2008,818,2802,19,14.47,4.047,8.2,7.05,79.35,33.223,24.717,101.3,1.06,8.31,0.925,1.97,2.77,,,,,,99
Fall,LACSD,11/5/2008,818,2802,20,14.37,4.038,8.2,7.02,79.44,33.223,24.738,102.4,0.71,8.32,0.921,1.87,2.74,,,,,,99
Fall,LACSD,11/5/2008,818,2802,21,14.23,4.025,8.19,6.99,79.56,33.223,24.767,104,0.58,8.35,0.915,1.75,2.69,,,,,,99
Fall,LACSD,11/5/2008,818,2802,22,14.15,4.018,8.19,6.96,78.45,33.232,24.791,105.5,0.79,8.36,0.971,1.7,2.68,,,,,,99
Fall,LACSD,11/5/2008,818,2802,23,14.07,4.01,8.19,6.94,78.17,33.228,24.805,106.8,0.82,8.37,0.985,1.65,2.71,,,,,,99
Fall,LACSD,11/5/2008,818,2802,24,14.02,4.006,8.18,6.92,78.67,33.23,24.816,108,0.87,8.38,0.96,1.63,2.69,,,,,,99
Fall,LACSD,11/5/2008,818,2802,25,13.99,4.004,8.18,6.91,78.62,33.229,24.821,109,1.13,8.39,0.962,1.62,2.62,,,,,,99
Fall,LACSD,11/5/2008,818,2802,26,13.97,4.001,8.18,6.9,78.54,33.227,24.825,109.9,1.11,8.39,0.966,1.61,2.58,,,,,,99
Fall,LACSD,11/5/2008,818,2802,27,13.96,4.002,8.18,6.81,78.56,33.243,24.839,111.7,0.41,8.39,0.965,1.58,2.63,,,,,,99
Fall,LACSD,11/5/2008,818,2802,28,13.83,3.989,8.18,6.72,75.15,33.227,24.853,113.5,1.12,8.42,1.143,1.45,2.85,,,,,,99
Fall,LACSD,11/5/2008,818,2802,29,13.64,3.97,8.17,6.68,75.99,33.218,24.884,114.4,0.97,8.45,1.099,1.41,2.83,,,,,,99
Fall,LACSD,11/5/2008,818,2802,30,13.55,3.963,8.16,6.62,79.05,33.226,24.909,115.7,0.68,8.46,0.941,1.38,2.69,70,,,,,99
Fall,LACSD,11/5/2008,839,2803,1,15.23,4.123,8.25,7.51,83.1,33.266,24.586,23.9,0.78,8.18,0.741,2.21,1.94,50,,,,,99
Fall,LACSD,11/5/2008,839,2803,2,15.23,4.123,8.25,7.51,83.07,33.266,24.586,24.7,0.88,8.18,0.742,2.26,1.93,,,,,,99
Fall,LACSD,11/5/2008,839,2803,3,15.23,4.123,8.25,7.52,83.07,33.266,24.585,26.1,0.64,8.18,0.742,2.52,1.94,,,,,,99
Fall,LACSD,11/5/2008,839,2803,4,15.23,4.123,8.25,7.51,83.08,33.266,24.585,27.5,0.86,8.18,0.741,2.95,1.94,,,,,,99
Fall,LACSD,11/5/2008,839,2803,5,15.23,4.123,8.25,7.52,83.08,33.268,24.586,28.5,1.01,8.18,0.741,3.2,1.92,,,,,,99
Fall,LACSD,11/5/2008,839,2803,6,15.23,4.123,8.25,7.52,83.07,33.268,24.586,29.7,0.77,8.18,0.742,3.37,1.92,,,,,,99
Fall,LACSD,11/5/2008,839,2803,7,15.23,4.123,8.25,7.52,83.1,33.268,24.587,31.1,0.66,8.18,0.741,3.57,1.96,,,,,,99
Fall,LACSD,11/5/2008,839,2803,8,15.23,4.123,8.25,7.52,83.12,33.268,24.587,32.6,0.76,8.18,0.74,3.76,1.95,,,,,,99
Fall,LACSD,11/5/2008,839,2803,9,15.23,4.123,8.25,7.52,83.1,33.268,24.588,33.7,1.01,8.18,0.74,3.82,1.96,,,,,,99
Fall,LACSD,11/5/2008,839,2803,10,15.22,4.122,8.25,7.52,83.05,33.267,24.589,34.9,0.75,8.18,0.743,3.85,1.99,,,,,,99
Fall,LACSD,11/5/2008,839,2803,11,15.22,4.122,8.25,7.52,83.02,33.267,24.59,36.5,0.59,8.18,0.744,3.88,2.02,,,,,,99
Fall,LACSD,11/5/2008,839,2803,12,15.21,4.121,8.25,7.52,83.04,33.267,24.591,37.9,0.98,8.18,0.743,3.87,2.01,,,,,,99
Fall,LACSD,11/5/2008,839,2803,13,15.2,4.12,8.25,7.53,82.95,33.267,24.593,38.8,0.98,8.18,0.748,3.87,2,,,,,,99
Fall,LACSD,11/5/2008,839,2803,14,15.2,4.12,8.25,7.52,82.97,33.268,24.594,40.1,0.72,8.18,0.747,3.87,1.96,,,,,,99
Fall,LACSD,11/5/2008,839,2803,15,15.2,4.12,8.25,7.52,82.98,33.268,24.595,41.4,0.86,8.18,0.746,3.84,1.95,40,,,,,99
Fall,LACSD,11/5/2008,839,2803,16,15.2,4.121,8.25,7.52,82.98,33.269,24.595,42.8,0.65,8.18,0.746,3.85,1.98,,,,,,99
Fall,LACSD,11/5/2008,839,2803,17,15.2,4.121,8.25,7.51,83.05,33.27,24.596,44.3,0.68,8.18,0.743,3.86,1.88,,,,,,99
Fall,LACSD,11/5/2008,839,2803,18,15.17,4.119,8.25,7.51,83.16,33.27,24.601,45.5,0.99,8.19,0.738,3.83,1.77,,,,,,99
Fall,LACSD,11/5/2008,839,2803,19,15.05,4.107,8.25,7.52,83.77,33.275,24.633,46.6,0.91,8.21,0.708,3.89,1.65,,,,,,99
Fall,LACSD,11/5/2008,839,2803,20,14.92,4.095,8.25,7.53,84.54,33.274,24.66,47.8,0.72,8.23,0.672,4.08,1.57,,,,,,99
Fall,LACSD,11/5/2008,839,2803,21,14.74,4.078,8.24,7.51,85.2,33.27,24.695,49.5,0.59,8.26,0.641,4.35,1.51,,,,,,99
Fall,LACSD,11/5/2008,839,2803,22,14.52,4.057,8.24,7.48,85.75,33.268,24.74,50.8,1.11,8.29,0.615,4.28,1.49,,,,,,99
Fall,LACSD,11/5/2008,839,2803,23,14.38,4.044,8.24,7.43,86.36,33.267,24.769,51.7,0.93,8.32,0.587,4.21,1.48,,,,,,99
Fall,LACSD,11/5/2008,839,2803,24,14.29,4.036,8.23,7.3,86.56,33.278,24.797,53.2,0.59,8.33,0.577,3.93,1.58,,,,,,99
Fall,LACSD,11/5/2008,839,2803,25,14.18,4.027,8.22,7.19,86.55,33.287,24.828,54.7,0.81,8.35,0.578,3.39,1.66,,,,,,99
Fall,LACSD,11/5/2008,839,2803,26,14,4.01,8.2,7.16,86.53,33.277,24.856,55.9,0.89,8.38,0.579,3.15,1.69,,,,,,99
Fall,LACSD,11/5/2008,839,2803,27,13.96,4.006,8.2,7.13,86.61,33.28,24.867,57,0.87,8.39,0.575,3.06,1.74,,,,,,99
Fall,LACSD,11/5/2008,839,2803,28,13.95,4.005,8.2,7.11,86.64,33.279,24.868,58.3,0.71,8.39,0.574,3,1.82,,,,,,99
Fall,LACSD,11/5/2008,839,2803,29,13.93,4.003,8.2,7.09,86.7,33.277,24.871,59.7,0.79,8.4,0.571,2.98,1.91,,,,,,99
Fall,LACSD,11/5/2008,839,2803,30,13.9,4,8.2,7.07,86.73,33.272,24.873,61,0.77,8.4,0.57,2.91,1.95,20,,,,,99
Fall,LACSD,11/5/2008,839,2803,31,13.85,3.995,8.19,7.05,86.77,33.266,24.879,62.6,0.54,8.41,0.568,2.8,2.01,,,,,,99
Fall,LACSD,11/5/2008,839,2803,32,13.8,3.989,8.19,7.02,86.84,33.257,24.884,64,1.17,8.42,0.564,2.56,2.09,,,,,,99
Fall,LACSD,11/5/2008,839,2803,33,13.72,3.98,8.19,7.01,86.94,33.247,24.891,64.9,1,8.43,0.56,2.39,2.14,,,,,,99
Fall,LACSD,11/5/2008,839,2803,34,13.67,3.976,8.19,7,87.04,33.246,24.901,66.2,0.69,8.44,0.555,2.22,2.16,,,,,,99
Fall,LACSD,11/5/2008,839,2803,35,13.63,3.971,8.19,6.97,87.22,33.243,24.907,67.5,0.87,8.45,0.547,2,2.24,,,,,,99
Fall,LACSD,11/5/2008,839,2803,36,13.59,3.968,8.18,6.92,87.35,33.241,24.912,68.7,0.8,8.46,0.541,1.74,2.34,,,,,,99
Fall,LACSD,11/5/2008,839,2803,37,13.52,3.961,8.18,6.85,87.12,33.237,24.924,70.1,0.68,8.47,0.552,1.54,2.41,,,,,,99
Fall,LACSD,11/5/2008,839,2803,38,13.44,3.953,8.17,6.79,86.23,33.237,24.94,71.4,0.88,8.48,0.593,1.45,2.42,,,,,,99
Fall,LACSD,11/5/2008,839,2803,39,13.31,3.943,8.17,6.76,86,33.25,24.977,72.7,0.72,8.51,0.603,1.42,2.46,,,,,,99
Fall,LACSD,11/5/2008,839,2803,40,13.28,3.94,8.16,6.72,86.14,33.251,24.984,74.1,0.72,8.51,0.597,1.4,2.57,,,,,,99
Fall,LACSD,11/5/2008,839,2803,41,13.26,3.939,8.16,6.69,86.39,33.25,24.986,75.3,1.01,8.51,0.585,1.38,2.64,,,,,,99
Fall,LACSD,11/5/2008,839,2803,42,13.24,3.937,8.16,6.65,86.48,33.248,24.989,76.5,0.77,8.52,0.581,1.36,2.76,,,,,,99
Fall,LACSD,11/5/2008,839,2803,43,13.22,3.934,8.15,6.59,86.54,33.246,24.992,77.7,0.83,8.52,0.578,1.29,2.95,,,,,,99
Fall,LACSD,11/5/2008,839,2803,44,13.16,3.928,8.15,6.55,86.55,33.24,24.999,78.9,0.87,8.53,0.578,1.19,3.06,,,,,,99
Fall,LACSD,11/5/2008,839,2803,45,13.06,3.918,8.14,6.51,86.55,33.236,25.016,80.3,0.67,8.55,0.578,1.11,3.14,80,,,,,99
Fall,LACSD,11/5/2008,839,2803,46,13.01,3.915,8.14,6.47,86.43,33.239,25.027,81.5,0.97,8.56,0.584,1.07,3.15,,,,,,99
Fall,LACSD,11/5/2008,839,2803,47,12.98,3.912,8.13,6.41,86.34,33.244,25.038,82.9,0.61,8.56,0.587,1.03,3.08,,,,,,99
Fall,LACSD,11/5/2008,839,2803,48,12.9,3.906,8.13,6.34,86.36,33.258,25.065,84.5,0.72,8.58,0.587,0.98,2.93,,,,,,99
Fall,LACSD,11/5/2008,839,2803,49,12.84,3.902,8.12,6.3,86.34,33.272,25.087,85.6,1.13,8.59,0.588,0.95,2.74,,,,,,99
Fall,LACSD,11/5/2008,839,2803,50,12.79,3.899,8.12,6.26,86.34,33.283,25.105,86.5,1.08,8.6,0.587,0.93,2.55,,,,,,99
Fall,LACSD,11/5/2008,839,2803,51,12.74,3.897,8.12,6.23,86.19,33.304,25.131,87.6,0.79,8.6,0.594,0.91,2.5,,,,,,99
Fall,LACSD,11/5/2008,839,2803,52,12.71,3.894,8.11,6.19,85.6,33.313,25.145,89.1,0.66,8.61,0.622,0.89,2.43,,,,,,99
Fall,LACSD,11/5/2008,839,2803,53,12.68,3.892,8.11,6.11,85.59,33.317,25.153,90.6,0.61,8.61,0.622,0.86,2.3,,,,,,99
Fall,LACSD,11/5/2008,839,2803,54,12.66,3.891,8.11,6.01,85.46,33.328,25.166,92,0.97,8.62,0.629,0.8,2.06,,,,,,99
Fall,LACSD,11/5/2008,839,2803,55,12.54,3.883,8.11,5.95,84.85,33.355,25.211,93,0.97,8.64,0.657,0.72,1.88,,,,,,99
Fall,LACSD,11/5/2008,839,2803,56,12.31,3.867,8.09,5.9,85.12,33.404,25.292,94.5,0.55,8.68,0.645,0.67,1.74,,,,,,99
Fall,LACSD,11/5/2008,839,2803,57,12.29,3.866,8.09,5.82,86.26,33.411,25.301,96.1,0.86,8.68,0.591,0.64,1.72,,,,,,99
Fall,LACSD,11/5/2008,839,2803,58,12.28,3.866,8.08,5.78,87.09,33.423,25.313,97.1,1.04,8.68,0.553,0.64,1.72,,,,,,99
Fall,LACSD,11/5/2008,839,2803,59,12.26,3.866,8.08,5.75,87.71,33.433,25.324,98.1,0.99,8.68,0.525,0.61,1.71,,,,,,99
Fall,LACSD,11/5/2008,839,2803,60,12.26,3.866,8.08,5.72,87.99,33.435,25.326,99.2,0.78,8.69,0.512,0.61,1.7,,,,,,99
Fall,LACSD,11/5/2008,850,2804,1,15.69,4.17,8.27,7.6,83.79,33.302,24.512,73.9,0.63,8.1,0.708,2.4,1.42,19,,,,,99
Fall,LACSD,11/5/2008,850,2804,2,15.69,4.17,8.27,7.6,83.9,33.302,24.513,75,0.72,8.1,0.702,2.57,1.41,,,,,,99
Fall,LACSD,11/5/2008,850,2804,3,15.69,4.17,8.27,7.6,83.91,33.302,24.513,76.3,0.83,8.1,0.702,2.93,1.38,,,,,,99
Fall,LACSD,11/5/2008,850,2804,4,15.68,4.17,8.27,7.6,83.87,33.302,24.513,77.5,0.77,8.1,0.704,3.19,1.42,,,,,,99
Fall,LACSD,11/5/2008,850,2804,5,15.68,4.17,8.27,7.61,83.88,33.302,24.513,78.9,0.73,8.1,0.703,3.44,1.41,,,,,,99
Fall,LACSD,11/5/2008,850,2804,6,15.68,4.17,8.27,7.61,83.86,33.303,24.513,80.1,0.85,8.1,0.704,3.65,1.42,,,,,,99
Fall,LACSD,11/5/2008,850,2804,7,15.69,4.17,8.27,7.61,83.88,33.303,24.513,81.4,0.77,8.1,0.703,3.86,1.46,,,,,,99
Fall,LACSD,11/5/2008,850,2804,8,15.68,4.17,8.27,7.61,83.9,33.302,24.513,82.6,0.91,8.1,0.702,4.06,1.47,,,,,,99
Fall,LACSD,11/5/2008,850,2804,9,15.68,4.169,8.27,7.6,83.87,33.302,24.515,83.8,0.73,8.1,0.704,4.15,1.45,,,,,,99
Fall,LACSD,11/5/2008,850,2804,10,15.68,4.169,8.27,7.6,83.88,33.302,24.515,85.2,0.72,8.1,0.703,4.27,1.42,,,,,,99
Fall,LACSD,11/5/2008,850,2804,11,15.67,4.168,8.27,7.6,83.87,33.301,24.516,86.5,0.89,8.1,0.704,4.37,1.47,,,,,,99
Fall,LACSD,11/5/2008,850,2804,12,15.66,4.167,8.27,7.6,83.97,33.3,24.518,87.9,0.61,8.11,0.699,4.36,1.46,,,,,,99
Fall,LACSD,11/5/2008,850,2804,13,15.65,4.167,8.27,7.59,84.09,33.3,24.519,89.3,1.01,8.11,0.693,4.26,1.47,,,,,,99
Fall,LACSD,11/5/2008,850,2804,14,15.64,4.166,8.27,7.59,84.21,33.299,24.521,90.2,1.05,8.11,0.687,4.17,1.49,,,,,,99
Fall,LACSD,11/5/2008,850,2804,15,15.62,4.163,8.27,7.6,84.28,33.298,24.525,91.3,0.83,8.11,0.684,4.13,1.46,19,,,,,99
Fall,LACSD,11/5/2008,850,2804,16,15.61,4.163,8.27,7.6,84.41,33.3,24.528,92.9,0.53,8.11,0.678,4.1,1.43,,,,,,99
Fall,LACSD,11/5/2008,850,2804,17,15.52,4.154,8.27,7.61,84.81,33.295,24.544,94.5,0.86,8.13,0.659,3.94,1.37,,,,,,99
Fall,LACSD,11/5/2008,850,2804,18,15.44,4.147,8.27,7.6,85.34,33.296,24.563,95.6,0.83,8.14,0.634,3.79,1.36,,,,,,99
Fall,LACSD,11/5/2008,850,2804,19,15.38,4.142,8.26,7.57,85.78,33.297,24.576,96.9,0.79,8.15,0.613,3.69,1.36,,,,,,99
Fall,LACSD,11/5/2008,850,2804,20,15.34,4.137,8.26,7.56,86.24,33.295,24.584,98,1.28,8.16,0.592,3.63,1.38,,,,,,99
Fall,LACSD,11/5/2008,850,2804,21,15.24,4.127,8.26,7.55,86.57,33.289,24.601,98.7,1.3,8.17,0.577,3.63,1.39,,,,,,99
Fall,LACSD,11/5/2008,850,2804,22,14.98,4.101,8.26,7.51,86.88,33.278,24.65,100.3,0.48,8.22,0.563,3.67,1.44,,,,,,99
Fall,LACSD,11/5/2008,850,2804,23,14.78,4.082,8.25,7.41,87.17,33.27,24.685,102.1,0.74,8.25,0.549,3.58,1.54,,,,,,99
Fall,LACSD,11/5/2008,850,2804,24,14.5,4.055,8.24,7.36,87.46,33.27,24.746,103.3,1.03,8.3,0.536,3.44,1.57,,,,,,99
Fall,LACSD,11/5/2008,850,2804,25,14.36,4.043,8.23,7.31,87.69,33.274,24.779,104.4,0.81,8.32,0.526,3.36,1.57,,,,,,99
Fall,LACSD,11/5/2008,850,2804,26,14.21,4.029,8.22,7.23,87.73,33.273,24.809,105.8,0.66,8.35,0.524,3.27,1.55,,,,,,99
Fall,LACSD,11/5/2008,850,2804,27,14.12,4.022,8.22,7.15,87.62,33.282,24.834,107.1,0.97,8.36,0.529,3.16,1.56,,,,,,99
Fall,LACSD,11/5/2008,850,2804,28,14.08,4.018,8.21,7.08,87.6,33.292,24.853,108.2,0.83,8.37,0.529,2.96,1.67,,,,,,99
Fall,LACSD,11/5/2008,850,2804,29,13.95,4.006,8.2,7.03,87.56,33.283,24.872,109.5,0.77,8.39,0.531,2.58,1.8,,,,,,99
Fall,LACSD,11/5/2008,850,2804,30,13.82,3.993,8.19,7,87.35,33.276,24.893,110.7,0.84,8.41,0.541,2.28,1.86,19,,,,,99
Fall,LACSD,11/5/2008,850,2804,31,13.77,3.988,8.19,6.96,87.38,33.272,24.901,112,0.7,8.42,0.54,2.06,2.02,,,,,,99
Fall,LACSD,11/5/2008,850,2804,32,13.67,3.976,8.19,6.95,87.39,33.253,24.907,113.3,0.91,8.44,0.539,1.93,2.11,,,,,,99
Fall,LACSD,11/5/2008,850,2804,33,13.58,3.968,8.18,6.95,87.38,33.247,24.919,114.8,0.61,8.46,0.539,1.91,2.14,,,,,,99
Fall,LACSD,11/5/2008,850,2804,34,13.56,3.966,8.18,6.94,87.39,33.247,24.923,116.1,0.97,8.46,0.539,1.91,2.1,,,,,,99
Fall,LACSD,11/5/2008,850,2804,35,13.56,3.966,8.18,6.92,87.39,33.249,24.925,117.1,1,8.46,0.539,1.89,2.06,,,,,,99
Fall,LACSD,11/5/2008,850,2804,36,13.54,3.964,8.18,6.89,87.4,33.249,24.93,118.5,0.59,8.46,0.539,1.8,2.03,,,,,,99
Fall,LACSD,11/5/2008,850,2804,37,13.47,3.958,8.18,6.86,87.33,33.251,24.945,120,0.96,8.48,0.542,1.79,1.89,,,,,,99
Fall,LACSD,11/5/2008,850,2804,38,13.44,3.956,8.18,6.85,87.07,33.263,24.961,121,1,8.48,0.554,1.74,1.88,,,,,,99
Fall,LACSD,11/5/2008,850,2804,39,13.41,3.954,8.18,6.83,87.29,33.265,24.969,122.3,0.61,8.49,0.544,1.69,1.89,,,,,,99
Fall,LACSD,11/5/2008,850,2804,40,13.39,3.952,8.18,6.78,87.42,33.265,24.972,124,0.64,8.49,0.538,1.58,1.92,,,,,,99
Fall,LACSD,11/5/2008,850,2804,41,13.36,3.949,8.17,6.73,87.61,33.262,24.976,125.2,1.06,8.5,0.529,1.51,1.97,,,,,,99
Fall,LACSD,11/5/2008,850,2804,42,13.3,3.944,8.17,6.71,87.63,33.267,24.991,126.2,1.05,8.51,0.528,1.48,2,,,,,,99
Fall,LACSD,11/5/2008,850,2804,43,13.26,3.941,8.17,6.69,87.64,33.275,25.006,127.1,1.08,8.51,0.528,1.46,1.99,,,,,,99
Fall,LACSD,11/5/2008,850,2804,44,13.24,3.94,8.16,6.67,87.6,33.275,25.009,128.2,0.78,8.52,0.529,1.45,2.02,,,,,,99
Fall,LACSD,11/5/2008,850,2804,45,13.22,3.938,8.16,6.64,87.59,33.273,25.012,130.1,0.45,8.52,0.53,1.43,2.11,40,,,,,99
Fall,LACSD,11/5/2008,850,2804,46,13.21,3.937,8.16,6.59,87.48,33.273,25.014,131.7,1.32,8.52,0.535,1.39,2.23,,,,,,99
Fall,LACSD,11/5/2008,850,2804,47,13.2,3.935,8.16,6.55,87.38,33.271,25.015,132.4,1.24,8.52,0.54,1.33,2.35,,,,,,99
Fall,LACSD,11/5/2008,850,2804,48,13.13,3.928,8.15,6.48,87.31,33.264,25.024,133.7,0.64,8.54,0.543,1.21,2.56,,,,,,99
Fall,LACSD,11/5/2008,850,2804,49,12.99,3.915,8.15,6.42,86.97,33.262,25.05,135.1,1.02,8.56,0.559,1.06,2.59,,,,,,99
Fall,LACSD,11/5/2008,850,2804,50,12.88,3.907,8.14,6.41,86.79,33.277,25.083,136,1.05,8.58,0.567,1.02,2.56,,,,,,99
Fall,LACSD,11/5/2008,850,2804,51,12.87,3.906,8.13,6.37,86.79,33.286,25.092,137.8,0.43,8.58,0.567,1.01,2.5,,,,,,99
Fall,LACSD,11/5/2008,850,2804,52,12.86,3.907,8.13,6.34,86.8,33.293,25.099,139.5,1.12,8.58,0.566,1,2.37,,,,,,99
Fall,LACSD,11/5/2008,850,2804,53,12.86,3.906,8.13,6.32,86.75,33.297,25.103,140.3,1.2,8.58,0.569,0.99,2.27,,,,,,99
Fall,LACSD,11/5/2008,850,2804,54,12.85,3.907,8.13,6.28,86.78,33.301,25.107,141.4,0.86,8.58,0.567,0.99,2.12,,,,,,99
Fall,LACSD,11/5/2008,850,2804,55,12.83,3.906,8.13,6.21,86.82,33.31,25.118,142.5,0.88,8.59,0.565,0.96,1.89,,,,,,99
Fall,LACSD,11/5/2008,850,2804,56,12.72,3.898,8.13,6.16,86.96,33.338,25.162,143.7,0.83,8.61,0.559,0.9,1.78,,,,,,99
Fall,LACSD,11/5/2008,850,2804,57,12.61,3.89,8.11,6.13,87.15,33.358,25.198,145.1,0.64,8.62,0.55,0.85,1.73,,,,,,99
Fall,LACSD,11/5/2008,850,2804,58,12.56,3.886,8.11,6.09,87.46,33.363,25.213,146.6,0.7,8.63,0.536,0.84,1.74,,,,,,99
Fall,LACSD,11/5/2008,850,2804,59,12.55,3.885,8.11,5.97,87.51,33.364,25.216,148.3,0.58,8.64,0.534,0.79,1.68,,,,,,99
Fall,LACSD,11/5/2008,850,2804,60,12.46,3.879,8.11,5.87,87.63,33.382,25.246,149.6,1.23,8.65,0.528,0.7,1.65,,,,,,99
Fall,LACSD,11/5/2008,850,2804,61,12.38,3.875,8.1,5.83,87.83,33.417,25.289,150.4,1.24,8.66,0.519,0.66,1.65,,,,,,99
Fall,LACSD,11/5/2008,850,2804,62,12.33,3.872,8.09,5.79,88.1,33.429,25.308,151.4,0.79,8.67,0.507,0.64,1.68,,,,,,99
Fall,LACSD,11/5/2008,850,2804,63,12.32,3.871,8.08,5.74,88.16,33.432,25.311,153.1,0.53,8.67,0.504,0.64,1.67,,,,,,99
Fall,LACSD,11/5/2008,850,2804,64,12.32,3.871,8.08,5.72,88.3,33.433,25.313,154.6,1.1,8.67,0.498,0.64,1.69,,,,,,99
Fall,LACSD,11/5/2008,850,2804,65,12.31,3.871,8.08,5.71,88.29,33.433,25.314,155.4,1.15,8.68,0.498,0.64,1.73,,,,,,99
Fall,LACSD,11/5/2008,850,2804,66,12.31,3.871,8.08,5.69,88.28,33.434,25.315,156.9,0.54,8.68,0.499,0.63,1.74,,,,,,99
Fall,LACSD,11/5/2008,850,2804,67,12.31,3.871,8.08,5.68,88.33,33.436,25.318,158.6,0.71,8.68,0.497,0.63,1.73,,,,,,99
Fall,LACSD,11/5/2008,850,2804,68,12.3,3.87,8.08,5.66,88.38,33.438,25.32,159.8,0.89,8.68,0.494,0.62,1.71,,,,,,99
Fall,LACSD,11/5/2008,850,2804,69,12.3,3.87,8.08,5.65,88.39,33.439,25.322,161.1,0.69,8.68,0.494,0.62,1.68,,,,,,99
Fall,LACSD,11/5/2008,850,2804,70,12.3,3.87,8.07,5.64,88.46,33.44,25.323,162.5,0.8,8.68,0.491,0.61,1.7,,,,,,99
Fall,LACSD,11/5/2008,850,2804,71,12.3,3.87,8.07,5.64,88.48,33.441,25.324,163.6,0.96,8.68,0.49,0.61,1.71,,,,,,99
Fall,LACSD,11/5/2008,850,2804,72,12.3,3.871,8.07,5.63,88.47,33.442,25.325,164.6,0.97,8.68,0.49,0.61,1.7,,,,,,99
Fall,LACSD,11/5/2008,850,2804,73,12.3,3.871,8.07,5.62,88.49,33.446,25.327,166,0.63,8.68,0.489,0.61,1.69,,,,,,99
Fall,LACSD,11/5/2008,850,2804,74,12.3,3.872,8.07,5.61,88.55,33.447,25.328,167.4,0.92,8.68,0.486,0.6,1.68,,,,,,99
